cell_type,MultiK,ChooseR,MultiK + scVI,MultiK + Scanpy,MultiK + elbow,ChooseR + scVI,ChooseR + Scanpy,ChooseR + elbow,MultiK + scLENS,ChooseR + scLENS
Teffector.EM_CD4.,6,8,7,6,2,9,7,3,7,8
Tnaive.CM_CD4.,0,7,3,3,3,3,3,1,3,3
Tnaive.CM_CD4.,0,7,3,3,3,8,3,1,3,3
Tgd_CRTAM..,9,12,10,9,8,13,11,2,11,12
Tgd_CRTAM..,9,12,10,9,8,13,11,3,11,12
Tfh.,1,0,0,0,0,6,0,0,0,0
Tnaive.CM_CD8.,2,1,1,1,3,1,1,1,1,1
Tregs.,3,3,4,4,4,4,4,1,4,4
T_CD4.CD8.,12,11,11,10,2,12,12,3,10,11
MAIT.,11,9,8,7,2,10,9,3,8,9
Trm_Th1.Th17.,4,5,5,5,5,5,5,1,5,5
Trm_gut_CD8.,8,6,6,6,6,7,6,3,6,6
Tfh.,1,0,0,0,0,6,0,0,0,0
Teffector.EM_CD4.,6,8,7,6,6,9,7,3,7,8
Tregs.,3,4,4,0,0,4,0,0,4,4
Tnaive.CM_CD8.,2,1,1,1,3,1,1,1,1,1
Tnaive.CM_CD4.,0,7,3,3,3,3,3,1,3,7
Tnaive.CM_CD4.,0,1,3,3,3,3,3,1,3,7
Tfh.,1,0,0,0,0,6,0,0,0,0
Trm_gut_CD8.,8,6,6,6,6,7,6,3,6,6
Trm_gut_CD8.,8,6,6,6,6,7,6,3,6,6
Tnaive.CM_CD4.,0,7,3,3,1,8,8,1,3,7
Trm_Th1.Th17.,4,5,5,5,3,5,5,1,5,5
Tnaive.CM_CD4.,0,7,3,3,1,8,8,1,3,7
Tfh.,1,0,0,0,0,6,0,0,0,0
Tnaive.CM_CD8.,2,1,1,1,1,1,1,1,1,1
Tnaive.CM_CD4.,0,7,3,3,7,8,3,1,3,7
Tem.emra_CD8.,5,10,9,8,8,11,10,2,9,10
Tfh.,1,0,0,0,0,6,0,0,0,0
MAIT.,11,9,8,7,2,10,9,3,8,9
Trm.em_CD8.,10,2,2,2,6,2,2,3,2,2
Tfh.,1,0,0,0,0,0,0,0,0,0
Tnaive.CM_CD4.,0,3,3,3,3,8,3,1,3,3
Tfh.,1,0,0,0,0,6,0,0,0,0
Tfh.,1,0,0,0,0,0,0,0,0,0
Tnaive.CM_CD8.,2,1,1,1,3,1,1,1,1,1
Trm_gut_CD8.,8,6,6,6,6,7,6,3,6,6
Tfh.,1,0,0,0,0,6,0,0,0,0
Teffector.EM_CD4.,6,8,7,6,6,9,7,0,7,8
Tnaive.CM_CD4.,0,7,3,3,7,8,3,1,3,3
Tfh.,1,0,0,0,6,6,0,3,0,0
Teffector.EM_CD4.,6,8,7,6,6,9,7,3,7,8
Tregs.,3,4,4,4,4,4,4,0,4,4
Tfh.,1,0,0,0,0,6,0,0,0,0
Tem.emra_CD8.,5,10,9,8,8,11,10,2,9,10
Tfh.,1,0,0,0,0,0,0,0,0,0
Tnaive.CM_CD4.,0,7,3,3,3,8,3,1,3,3
Tnaive.CM_CD8.,2,1,1,1,1,1,1,1,1,1
Tnaive.CM_CD4.,7,3,3,3,3,3,8,1,3,7
Tnaive.CM_CD4.,0,7,3,3,3,8,3,1,3,3
Tnaive.CM_CD8.,2,5,1,1,3,5,1,1,1,1
Tfh.,1,0,0,0,0,6,0,0,0,0
Teffector.EM_CD4.,6,8,7,6,2,9,7,3,7,8
Tfh.,1,0,0,0,0,6,0,0,0,0
Tgd_CRTAM..,9,12,10,9,8,13,11,2,11,12
Teffector.EM_CD4.,6,6,7,6,6,9,7,3,7,8
Tem.emra_CD8.,5,10,9,8,8,11,10,2,9,10
Tnaive.CM_CD4.,0,3,3,3,3,3,3,1,3,3
Tnaive.CM_CD4.,7,3,3,3,3,3,3,1,3,3
Tfh.,1,0,0,0,0,6,0,0,0,0
Tnaive.CM_CD4.,0,7,3,3,1,8,8,1,3,7
Tregs.,3,4,4,4,4,4,4,0,4,4
Tfh.,1,0,0,0,6,6,0,0,0,0
Tnaive.CM_CD8.,2,1,1,1,3,1,1,1,1,1
Tnaive.CM_CD8.,2,1,1,1,1,1,1,1,1,1
Tregs.,3,4,4,4,4,4,4,0,4,4
Tnaive.CM_CD4.,0,7,3,3,3,8,3,1,3,3
Teffector.EM_CD4.,6,8,7,6,6,9,7,3,7,8
Trm_Th1.Th17.,7,5,3,3,3,5,3,1,5,5
Tfh.,1,0,0,0,0,6,0,0,0,0
Teffector.EM_CD4.,6,8,7,6,6,9,7,3,7,8
Tnaive.CM_CD4.,0,7,3,3,1,8,3,1,3,7
Tnaive.CM_CD8.,2,1,1,1,1,1,1,1,1,1
Tnaive.CM_CD8.,2,1,1,1,3,1,1,1,1,1
Tregs.,3,4,4,4,0,4,4,0,4,4
Trm_gut_CD8.,8,6,6,6,6,7,6,3,6,6
Tfh.,1,0,0,0,0,0,0,0,0,0
Tnaive.CM_CD4.,0,7,3,3,7,8,3,1,3,3
Tnaive.CM_CD4.,0,7,3,3,3,3,8,1,3,7
Tfh.,1,0,0,0,0,6,0,0,0,0
Tem.emra_CD8.,5,10,9,8,8,11,10,2,9,10
Tnaive.CM_CD4.,0,3,3,3,3,3,3,1,3,3
Tfh.,1,0,0,0,0,6,0,0,0,0
Teffector.EM_CD4.,6,0,6,6,6,9,7,3,7,8
Trm_gut_CD8.,8,6,6,6,2,7,6,3,6,6
Tnaive.CM_CD4.,0,7,3,3,1,8,8,1,3,7
Tem.emra_CD8.,5,10,9,8,8,11,10,2,9,10
Tfh.,1,0,0,0,0,6,0,0,0,0
Tfh.,1,0,0,0,0,6,0,0,0,0
Tem.emra_CD8.,5,10,9,8,8,11,10,2,9,10
Tgd_CRTAM..,9,12,10,9,8,13,11,2,11,12
Tnaive.CM_CD4.,0,7,3,3,1,8,3,1,3,3
Tnaive.CM_CD4.,0,3,3,3,3,3,3,1,3,3
Tregs.,3,4,4,4,1,4,4,1,4,4
Trm_Th1.Th17.,4,5,5,5,5,5,5,1,5,5
Trm_gut_CD8.,8,6,6,6,6,7,6,3,6,6
Tnaive.CM_CD4.,0,7,3,3,1,8,8,1,3,7
Tnaive.CM_CD4.,7,3,3,3,3,3,3,1,3,7
Tregs.,3,4,4,4,4,4,4,0,4,4
Tfh.,1,0,0,0,0,6,0,0,0,0
Tem.emra_CD8.,5,10,9,8,8,11,10,2,9,10
Tgd_CRTAM..,9,12,10,9,8,13,11,2,11,12
Teffector.EM_CD4.,6,8,7,6,2,9,7,2,7,8
Tem.emra_CD8.,5,10,9,8,8,11,10,2,9,10
Tnaive.CM_CD8.,2,1,1,1,1,1,1,1,1,1
Tnaive.CM_CD4.,0,7,3,3,1,8,8,1,3,7
Tnaive.CM_CD8.,2,1,1,1,1,1,1,1,1,1
Trm_gut_CD8.,8,6,6,6,6,7,6,3,6,6
Tnaive.CM_CD8.,2,1,1,1,1,1,1,1,1,1
Tnaive.CM_CD4.,0,7,3,3,7,8,3,1,3,3
Tnaive.CM_CD4.,0,7,3,3,3,3,3,1,3,7
Tem.emra_CD8.,5,10,9,8,8,11,10,2,9,10
Tnaive.CM_CD8.,2,1,1,1,1,1,1,1,1,1
Tnaive.CM_CD4.,0,7,3,3,3,8,3,1,3,3
Trm_Th1.Th17.,4,5,3,5,5,5,5,3,5,5
Tnaive.CM_CD4.,0,7,3,3,3,3,3,1,3,3
Tnaive.CM_CD8.,2,1,1,1,1,1,1,1,1,1
Tfh.,1,0,0,0,0,6,0,0,0,0
T_CD4.CD8.,12,11,11,10,2,12,12,3,10,11
Trm.em_CD8.,10,2,2,2,8,2,2,2,2,2
Tem.emra_CD8.,5,10,9,8,8,11,10,2,9,10
MAIT.,11,9,8,7,2,10,9,3,8,9
Tregs.,3,4,4,4,4,4,4,0,4,4
Tnaive.CM_CD8.,2,1,1,1,1,1,1,1,1,1
Tregs.,3,4,4,4,4,4,4,0,4,4
Tem.emra_CD8.,5,10,9,8,8,11,10,2,9,10
Trm_gut_CD8.,8,6,6,6,6,7,6,3,6,6
Trm_gut_CD8.,8,6,6,6,6,7,6,3,6,6
Trm_Th1.Th17.,4,5,5,5,0,5,5,0,5,5
Tgd_CRTAM..,9,12,10,9,8,13,11,2,11,12
Tregs.,3,4,4,4,0,4,4,0,4,4
Tnaive.CM_CD4.,0,1,3,3,3,3,3,1,3,3
Tnaive.CM_CD4.,0,7,3,3,3,3,3,1,3,7
Trm_gut_CD8.,8,6,6,6,6,7,6,3,6,6
Tfh.,1,0,0,0,0,6,0,0,0,0
Teffector.EM_CD4.,6,8,7,6,6,9,7,3,7,8
Tnaive.CM_CD4.,0,7,3,3,7,3,3,1,3,3
Tnaive.CM_CD4.,0,3,3,3,7,8,3,1,3,7
Tregs.,3,4,4,4,0,4,4,0,4,4
Tnaive.CM_CD8.,2,1,1,1,3,1,1,1,1,1
Tnaive.CM_CD4.,0,7,3,3,1,3,3,1,3,7
Trm_gut_CD8.,8,6,6,6,6,7,6,3,6,6
Tnaive.CM_CD4.,0,7,3,3,3,3,8,1,3,7
Tregs.,3,4,4,4,4,4,4,0,4,4
Tem.emra_CD8.,5,10,9,8,8,11,10,2,9,10
Tfh.,1,0,0,0,0,6,0,0,0,0
Tem.emra_CD8.,5,10,9,8,8,11,10,2,9,10
Tnaive.CM_CD4.,0,3,3,3,3,3,3,1,3,3
Tem.emra_CD8.,5,10,9,8,8,11,10,2,9,10
Tfh.,1,0,0,0,0,0,0,0,0,0
Tem.emra_CD8.,5,10,9,8,8,11,10,2,9,10
Tnaive.CM_CD4.,0,7,3,3,7,8,3,1,3,3
Trm.em_CD8.,10,2,2,2,6,2,2,3,2,2
Tregs.,3,4,4,4,4,4,4,0,4,4
Tnaive.CM_CD8.,2,3,1,1,3,1,1,1,1,1
T_CD4.CD8.,7,11,11,10,6,12,12,3,10,11
Tnaive.CM_CD4.,0,7,3,3,3,8,3,1,3,7
Tnaive.CM_CD4.,0,7,3,3,7,8,3,1,3,3
Tfh.,1,0,0,0,0,0,0,0,0,0
Tnaive.CM_CD8.,2,1,1,1,3,1,1,1,1,1
Tnaive.CM_CD4.,0,7,3,3,7,8,3,1,3,3
Tem.emra_CD8.,5,10,9,8,8,11,10,2,9,10
Tnaive.CM_CD8.,2,1,3,1,3,1,3,1,1,1
Tfh.,1,0,0,0,0,6,0,0,0,0
Tnaive.CM_CD4.,7,3,3,3,7,3,3,1,3,3
Tfh.,1,0,0,0,0,6,0,0,0,0
Tfh.,1,0,0,0,0,6,0,0,0,0
Teffector.EM_CD4.,6,8,7,6,6,9,7,3,7,8
Tnaive.CM_CD4.,7,7,3,3,3,3,8,1,3,7
Tfh.,1,0,0,0,6,6,0,3,0,0
Tnaive.CM_CD8.,2,1,1,1,1,1,1,1,1,1
Tgd_CRTAM..,9,12,10,9,8,13,11,2,11,12
Tregs.,3,4,4,4,4,4,4,0,4,4
Teffector.EM_CD4.,6,8,7,6,6,9,7,3,7,8
Tnaive.CM_CD8.,2,1,1,1,3,1,1,1,1,1
Teffector.EM_CD4.,6,8,7,6,6,9,7,3,7,8
Tem.emra_CD8.,5,10,9,8,8,11,10,2,9,10
Trm_Th1.Th17.,4,5,5,5,3,5,5,1,5,5
Tregs.,3,4,4,4,0,4,4,0,4,4
Tnaive.CM_CD4.,7,3,3,3,3,8,3,1,3,7
Tnaive.CM_CD8.,2,1,1,1,1,1,1,1,1,1
Teffector.EM_CD4.,6,8,7,6,2,9,7,3,7,8
Tgd_CRTAM..,9,12,10,9,8,13,11,2,11,12
Trm_Th1.Th17.,4,5,5,5,1,5,5,1,5,5
Tregs.,3,4,4,4,4,4,4,0,4,4
Tnaive.CM_CD8.,2,1,1,1,1,1,1,1,1,1
Tnaive.CM_CD4.,7,3,3,3,3,3,3,1,3,3
Trm_Th1.Th17.,4,5,3,3,3,5,3,1,5,5
Tnaive.CM_CD4.,7,3,3,3,3,3,3,1,3,7
Tnaive.CM_CD4.,0,7,3,3,3,3,3,1,3,3
Tfh.,1,0,0,0,0,6,0,0,0,0
Tnaive.CM_CD4.,0,7,3,3,3,3,8,1,3,7
Tnaive.CM_CD8.,2,1,1,1,3,1,1,1,1,1
Trm.em_CD8.,10,2,2,2,6,2,2,3,2,2
Tgd_CRTAM..,9,12,10,9,8,13,11,2,11,12
Trm_Th1.Th17.,4,5,5,5,6,5,5,3,5,5
Trm_Th1.Th17.,4,5,5,3,1,5,8,1,5,5
Tnaive.CM_CD4.,0,7,3,3,3,8,3,1,3,3
Tgd_CRTAM..,9,12,10,9,8,13,11,2,11,12
Tregs.,3,4,4,4,4,4,4,0,4,4
Tregs.,3,4,4,4,4,4,4,0,4,4
Tnaive.CM_CD4.,0,7,3,3,1,8,3,1,3,3
Tnaive.CM_CD4.,0,7,3,3,1,8,3,1,3,7
Trm_Th1.Th17.,4,5,5,5,5,5,5,1,5,5
Tnaive.CM_CD8.,2,1,1,1,1,1,1,1,1,1
Teffector.EM_CD4.,1,5,7,6,6,9,7,3,7,8
Teffector.EM_CD4.,6,8,7,6,6,9,7,3,7,8
Tnaive.CM_CD4.,0,7,3,3,7,8,3,1,3,3
Tem.emra_CD8.,5,10,9,8,8,11,10,2,9,10
Tem.emra_CD8.,5,10,9,8,8,11,10,2,9,10
Tnaive.CM_CD4.,0,7,3,3,1,8,8,1,3,7
Tregs.,3,4,4,4,0,4,4,0,4,4
Tnaive.CM_CD8.,2,1,1,1,1,1,1,1,1,1
Trm_Th1.Th17.,4,5,1,5,5,5,5,1,5,5
Tnaive.CM_CD8.,2,1,1,1,1,1,1,1,1,1
Tnaive.CM_CD8.,2,1,1,1,1,1,1,1,1,1
Tfh.,1,0,0,0,0,0,0,0,0,0
T_CD4.CD8.,12,11,11,10,2,12,12,3,10,11
Trm.em_CD8.,10,2,2,2,2,2,2,3,2,2
Tnaive.CM_CD4.,7,3,3,3,3,3,8,1,3,7
Trm.em_CD8.,10,2,2,2,2,2,2,2,2,2
Tnaive.CM_CD8.,2,1,1,1,1,1,1,1,1,1
Tnaive.CM_CD4.,0,7,3,3,3,3,3,1,3,7
Tem.emra_CD8.,5,10,9,8,8,11,10,2,9,10
Tnaive.CM_CD4.,0,7,3,3,3,3,3,1,3,3
Tnaive.CM_CD4.,0,7,3,3,3,3,3,1,3,7
MAIT.,11,9,8,7,2,10,9,3,8,9
Tnaive.CM_CD4.,7,3,3,3,3,3,3,1,3,3
Tnaive.CM_CD4.,0,3,3,3,3,3,3,1,3,3
Tregs.,1,4,3,0,3,3,4,3,4,4
Tem.emra_CD8.,5,10,9,8,8,11,10,2,9,10
Trm_gut_CD8.,8,6,6,6,6,7,6,3,6,6
Tregs.,3,4,4,4,4,4,4,1,4,4
MAIT.,11,9,8,7,2,10,9,3,8,9
Tem.emra_CD8.,5,10,9,8,8,11,10,2,9,10
Tregs.,3,4,4,4,4,4,4,0,4,4
Tregs.,3,4,4,4,4,4,4,0,4,4
Tregs.,3,4,4,4,4,4,4,0,4,4
Tnaive.CM_CD4.,7,3,3,3,3,3,3,1,3,7
Tfh.,1,0,0,0,0,6,0,0,0,0
Trm_gut_CD8.,8,6,6,6,6,7,6,3,6,6
Tregs.,3,4,4,4,4,4,4,0,4,4
Tem.emra_CD8.,5,10,9,8,8,11,10,2,9,10
Tnaive.CM_CD4.,7,3,3,3,3,3,3,1,3,3
Tnaive.CM_CD8.,2,3,1,1,3,1,1,1,1,1
Tnaive.CM_CD4.,7,3,3,3,3,3,3,1,3,3
Tem.emra_CD8.,5,10,9,8,8,11,10,2,9,10
Tnaive.CM_CD8.,2,1,1,1,3,1,1,1,1,1
Trm_gut_CD8.,8,6,6,6,6,7,6,3,6,6
Trm_Th1.Th17.,4,5,5,5,6,5,5,3,5,5
Tfh.,1,0,0,0,0,6,0,0,0,0
Tnaive.CM_CD4.,0,3,3,3,7,3,3,1,3,3
Tfh.,1,0,0,0,0,0,0,0,0,0
Tfh.,1,0,0,0,0,6,0,0,0,0
Tfh.,1,0,0,0,0,0,0,0,0,0
Tem.emra_CD8.,5,10,9,8,8,11,10,2,9,10
Tregs.,3,4,4,4,4,4,4,0,4,4
Tnaive.CM_CD4.,0,7,3,3,1,8,8,1,3,7
Teffector.EM_CD4.,6,8,7,6,4,9,7,0,7,8
Tregs.,3,4,4,4,4,4,4,0,4,4
Tregs.,3,4,4,4,0,4,4,1,4,4
Trm_gut_CD8.,8,6,6,6,6,7,6,3,6,6
Tfh.,1,0,0,0,0,0,0,0,0,0
Tnaive.CM_CD8.,2,1,1,1,3,1,1,1,1,1
Tgd_CRTAM..,9,12,10,9,8,13,11,2,11,12
Tfh.,1,0,0,0,0,0,0,0,0,0
MAIT.,11,9,8,7,2,10,9,3,8,9
Tgd_CRTAM..,9,12,10,9,8,13,11,2,11,12
Tnaive.CM_CD8.,2,1,1,1,1,1,1,1,1,1
Tfh.,1,0,0,0,0,6,0,0,0,0
Tnaive.CM_CD4.,7,3,3,3,3,3,3,1,3,7
Tregs.,3,4,4,4,4,4,4,0,4,4
Trm.em_CD8.,10,2,2,2,8,2,2,2,2,2
Tnaive.CM_CD4.,0,7,3,3,1,8,8,1,3,7
Tnaive.CM_CD8.,2,1,1,1,3,1,1,1,1,1
Tregs.,3,4,4,4,5,4,4,1,4,4
Tnaive.CM_CD4.,0,7,3,3,1,8,8,1,3,7
Tem.emra_CD8.,5,10,9,8,8,11,10,2,9,10
Tnaive.CM_CD4.,0,3,3,3,7,3,3,1,3,7
Tregs.,3,4,4,4,4,4,4,0,4,4
Tnaive.CM_CD4.,0,7,3,3,7,8,8,1,3,7
Tfh.,1,0,0,0,0,0,0,0,0,0
Trm.em_CD8.,10,2,2,2,6,2,2,3,2,2
Trm_gut_CD8.,8,6,6,6,6,7,6,3,6,6
Tnaive.CM_CD4.,0,7,3,3,3,8,3,1,3,3
Tnaive.CM_CD4.,0,3,3,3,7,3,3,1,3,3
Teffector.EM_CD4.,6,8,7,6,6,9,7,3,7,8
Tregs.,3,4,4,4,6,4,4,3,4,4
Tgd_CRTAM..,9,12,10,9,8,13,11,2,11,12
Tnaive.CM_CD4.,0,7,3,3,7,8,3,1,3,3
Tfh.,1,0,0,0,0,6,0,0,0,0
Tnaive.CM_CD8.,2,1,1,1,3,1,1,1,1,1
Tnaive.CM_CD4.,0,3,3,3,3,3,3,1,3,3
MAIT.,11,9,8,7,8,10,9,2,8,9
Trm_gut_CD8.,8,6,6,6,6,7,6,3,6,6
Tnaive.CM_CD4.,7,3,3,3,3,3,3,1,3,3
Tnaive.CM_CD8.,2,1,1,1,1,1,1,1,1,1
Tnaive.CM_CD8.,2,1,1,1,1,1,1,1,1,1
Tnaive.CM_CD4.,0,7,3,3,1,8,3,1,3,7
Tgd_CRTAM..,9,12,10,9,2,13,11,3,11,12
MAIT.,11,9,8,7,2,10,9,3,8,9
Trm_Th1.Th17.,4,5,3,5,5,5,5,1,5,5
Tnaive.CM_CD8.,2,1,1,1,3,1,1,1,1,1
Tgd_CRTAM..,9,12,10,9,8,13,11,2,11,12
Tfh.,1,0,0,0,6,0,0,3,0,0
Tregs.,3,4,4,4,5,4,4,1,4,4
Tnaive.CM_CD4.,0,7,3,3,3,3,3,1,3,7
Tem.emra_CD8.,5,10,9,8,8,11,10,2,9,10
Tnaive.CM_CD4.,0,7,3,3,7,8,3,1,3,7
Tfh.,1,0,0,0,0,6,0,0,0,0
Tnaive.CM_CD8.,2,1,1,1,1,1,1,1,1,1
Tgd_CRTAM..,7,2,9,9,8,13,11,2,11,12
Trm_gut_CD8.,8,6,6,6,6,7,6,3,6,6
Tnaive.CM_CD8.,2,1,1,1,1,1,1,1,1,1
Trm_gut_CD8.,8,6,6,6,0,7,6,0,6,6
Tnaive.CM_CD4.,0,3,3,3,1,8,3,1,3,7
Tnaive.CM_CD4.,0,7,3,3,1,8,8,1,3,7
Trm.em_CD8.,10,2,2,2,6,2,2,3,2,2
Tfh.,1,0,0,0,0,6,0,0,0,0
Tnaive.CM_CD8.,2,1,1,1,1,1,1,1,1,1
Tfh.,1,0,0,0,0,6,0,0,0,0
Tregs.,3,4,4,4,4,4,4,1,4,4
Tem.emra_CD8.,5,10,9,8,8,11,10,2,9,10
Tnaive.CM_CD8.,2,1,1,1,1,1,1,1,1,1
Tem.emra_CD8.,5,10,9,8,8,11,10,2,9,10
Trm_gut_CD8.,8,6,6,6,6,7,6,3,6,6
Tfh.,1,0,0,0,6,0,0,3,0,0
Tnaive.CM_CD4.,0,7,3,3,3,3,3,1,3,7
Tnaive.CM_CD4.,0,7,3,3,1,8,8,1,3,7
Tregs.,3,4,4,4,4,4,4,0,4,4
Tem.emra_CD8.,5,10,9,8,8,11,10,2,9,10
Teffector.EM_CD4.,6,8,7,6,6,9,7,3,7,8
Trm_Th1.Th17.,4,5,5,5,5,5,5,1,5,5
Tem.emra_CD8.,5,10,9,8,8,11,10,2,9,10
Tnaive.CM_CD8.,2,1,1,1,3,1,1,1,1,1
Tnaive.CM_CD4.,0,7,3,3,0,8,3,1,3,7
Trm.em_CD8.,10,2,2,2,2,2,2,2,2,2
Teffector.EM_CD4.,6,8,7,6,6,6,7,3,7,8
Trm_gut_CD8.,8,6,6,6,6,7,6,3,6,6
Tnaive.CM_CD4.,0,7,3,3,1,8,3,1,3,7
Teffector.EM_CD4.,6,8,7,0,0,9,0,0,7,8
Tnaive.CM_CD4.,0,3,3,3,1,3,3,1,3,7
Tnaive.CM_CD8.,2,1,1,1,1,1,1,1,1,1
Tnaive.CM_CD8.,7,3,1,1,3,3,1,1,1,1
Tregs.,7,4,3,3,3,3,8,1,4,4
Trm.em_CD8.,10,2,2,2,6,2,2,3,2,2
Tem.emra_CD8.,5,10,9,8,8,11,10,2,9,10
Tnaive.CM_CD4.,0,7,3,3,1,8,8,1,3,7
Trm_gut_CD8.,8,6,6,6,6,7,6,3,6,6
Tregs.,3,4,4,4,4,4,4,0,4,4
Tgd_CRTAM..,9,12,10,9,8,13,11,2,11,12
Tgd_CRTAM..,9,12,10,9,8,13,11,2,11,12
Tnaive.CM_CD4.,0,7,3,3,3,3,3,1,3,3
Tnaive.CM_CD4.,7,3,3,3,3,3,3,1,3,7
Teffector.EM_CD4.,6,8,7,6,2,9,7,3,7,8
Tnaive.CM_CD4.,0,7,3,3,1,8,8,1,3,7
Teffector.EM_CD4.,6,8,7,6,6,9,7,3,7,8
Tnaive.CM_CD4.,0,3,3,3,3,3,3,1,3,3
Tnaive.CM_CD8.,2,1,1,1,1,1,1,1,1,1
Tfh.,1,0,0,0,0,0,0,0,0,0
Tnaive.CM_CD8.,2,1,3,1,3,3,1,1,1,1
Tnaive.CM_CD4.,0,7,3,3,7,8,3,1,3,3
Tnaive.CM_CD8.,2,1,1,1,3,1,1,1,1,1
Tfh.,1,0,0,0,0,6,0,0,0,0
Tem.emra_CD8.,5,10,9,8,8,11,10,2,9,10
