cell_type,MultiK,ChooseR,MultiK + scVI,MultiK + Scanpy,MultiK + elbow,ChooseR + scVI,ChooseR + Scanpy,ChooseR + elbow,MultiK + scLENS,ChooseR + scLENS
Trm_Th1.Th17.,3,0,0,0,0,0,0,23,0,0
Teffector.EM_CD4.,7,12,14,7,3,14,11,34,10,10
Trm_Th1.Th17.,3,0,0,0,0,0,0,33,0,0
Tfh.,1,10,10,6,4,9,8,35,2,2
Tnaive.CM_CD8.,2,3,5,3,1,5,3,64,3,3
Tnaive.CM_CD8.,1,10,10,6,4,3,10,35,3,3
Tgd_CRTAM..,8,5,6,4,3,6,5,20,4,5
Tregs.,5,7,8,5,2,7,6,11,5,6
MAIT.,9,11,11,7,3,10,9,7,7,8
Trm_Th1.Th17.,3,0,0,1,0,0,4,28,0,0
Trm_Th1.Th17.,1,6,0,0,0,0,0,0,0,0
Tregs.,5,7,10,5,2,7,6,11,5,6
Trm_Th1.Th17.,3,0,0,0,0,11,0,28,0,0
Tnaive.CM_CD8.,2,3,3,3,1,3,3,55,3,3
Tnaive.CM_CD4.,0,4,4,1,1,4,4,63,1,1
Tnaive.CM_CD8.,1,8,3,3,0,3,3,38,3,3
Trm.em_CD8.,8,5,12,4,0,12,5,44,8,9
Teffector.EM_CD4.,7,12,14,7,3,0,11,34,10,10
Trm_Th1.Th17.,3,0,0,1,1,0,0,28,0,0
Trm.em_CD8.,8,5,12,4,3,12,5,47,8,9
Tgd_CRTAM..,8,5,6,4,5,6,5,60,4,5
Trm.em_CD8.,8,5,12,4,5,12,5,20,8,9
Tem.emra_CD8.,4,9,9,4,5,8,7,62,6,7
Tregs.,5,7,8,5,2,7,6,56,5,6
Tnaive.CM_CD8.,2,3,5,3,1,5,3,25,3,3
Trm_Th1.Th17.,3,0,0,0,0,11,0,28,0,0
Trm_Th1.Th17.,3,0,0,0,0,11,0,54,0,0
Tnaive.CM_CD4.,0,1,1,1,1,1,4,61,1,1
Tnaive.CM_CD8.,2,3,3,3,1,5,3,50,3,3
Tnaive.CM_CD4.,0,7,1,1,1,1,4,42,1,4
Tnaive.CM_CD4.,0,1,1,1,1,1,4,27,1,4
Tnaive.CM_CD4.,1,6,4,1,4,4,4,22,1,4
Trm_Th1.Th17.,1,10,7,6,4,3,10,35,0,0
Trm_Th1.Th17.,3,0,0,0,0,11,0,26,0,0
Trm_Th1.Th17.,3,0,1,1,1,0,1,55,0,0
Tnaive.CM_CD4.,1,4,4,1,4,4,4,22,1,4
Tnaive.CM_CD8.,1,6,3,3,0,3,3,38,3,3
Tem.emra_CD8.,4,9,9,4,5,8,7,52,6,7
Tregs.,5,7,8,5,2,7,6,24,5,6
Tfh.,6,2,2,2,2,2,2,17,2,2
Tem.emra_CD8.,4,9,9,4,5,8,7,62,6,7
Teffector.EM_CD4.,7,12,14,7,3,14,11,47,10,10
Tnaive.CM_CD4.,0,1,4,1,1,1,4,53,1,1
Tregs.,1,6,10,1,0,9,6,11,5,6
Tfh.,6,2,2,2,2,2,2,3,2,2
Tem.emra_CD8.,4,9,9,4,5,8,7,62,6,7
Tnaive.CM_CD8.,2,3,3,3,1,3,3,50,3,3
Tregs.,1,10,10,6,4,9,10,35,5,6
Tnaive.CM_CD4.,0,1,1,1,1,1,4,42,1,4
Tem.emra_CD8.,4,9,9,4,5,8,7,62,6,7
Tem.emra_CD8.,4,9,9,4,5,8,7,36,6,7
Tnaive.CM_CD8.,2,3,3,3,1,3,3,4,3,3
Tfh.,6,2,2,2,0,2,2,9,2,2
Tnaive.CM_CD8.,1,4,3,3,1,3,3,38,3,3
Tem.emra_CD8.,4,9,9,4,5,8,7,49,6,7
Tfh.,6,2,2,2,2,2,2,3,2,2
Trm_gut_CD8.,7,12,14,7,3,14,11,48,10,10
Tnaive.CM_CD4.,0,1,1,1,1,1,1,41,1,1
Tem.emra_CD8.,4,9,9,4,5,8,7,62,6,7
Tem.emra_CD8.,4,9,9,4,5,8,7,12,6,7
Trm_Th1.Th17.,3,0,0,0,0,0,0,58,0,0
Tem.emra_CD8.,4,9,9,4,5,8,7,49,6,7
Tnaive.CM_CD4.,0,1,1,1,1,1,1,41,1,1
Tem.emra_CD8.,4,9,9,4,5,8,7,36,6,7
Tem.emra_CD8.,4,9,9,4,5,8,7,65,6,7
Tregs.,1,7,10,6,4,9,8,37,5,6
Trm_Th1.Th17.,3,0,0,0,0,0,0,58,0,0
Tem.emra_CD8.,1,10,9,6,5,8,8,39,6,7
Trm_Th1.Th17.,3,0,0,0,0,0,0,28,0,0
Tem.emra_CD8.,4,5,9,4,5,8,5,52,6,7
Tem.emra_CD8.,4,9,9,4,5,8,7,20,6,7
Trm_Th1.Th17.,3,6,0,1,1,3,4,54,0,0
Tnaive.CM_CD4.,0,4,4,1,1,4,4,5,1,4
Tregs.,1,10,10,6,4,9,10,37,5,6
MAIT.,9,11,11,7,3,10,9,7,7,8
Tnaive.CM_CD4.,0,1,1,1,1,1,4,53,1,1
Tnaive.CM_CD8.,2,3,5,3,1,5,3,25,3,3
Trm.em_CD8.,8,5,12,4,5,12,12,45,8,9
Trm_Th1.Th17.,3,0,0,0,0,11,0,26,0,0
Tregs.,5,7,8,5,0,7,6,9,5,6
Trm_Th1.Th17.,3,0,0,0,0,0,0,2,0,0
Tnaive.CM_CD4.,0,1,1,1,1,1,1,27,1,1
Tnaive.CM_CD4.,1,6,7,6,4,9,10,35,1,1
Trm_gut_CD8.,7,12,14,7,3,14,11,47,10,10
Trm_Th1.Th17.,3,6,4,1,1,0,4,5,0,0
Tnaive.CM_CD4.,0,1,1,1,1,1,4,53,1,4
Tnaive.CM_CD8.,2,3,5,3,1,5,3,19,3,3
Trm_Th1.Th17.,1,10,7,6,4,0,10,43,0,0
Tnaive.CM_CD8.,2,3,3,3,1,3,3,4,3,3
Tnaive.CM_CD8.,2,3,5,3,1,5,3,64,3,3
Cycling.T.NK.,4,9,13,4,5,13,12,45,9,11
Tfh.,6,2,2,2,2,2,2,3,2,2
Tregs.,5,7,10,5,2,9,6,29,5,6
Tem.emra_CD8.,4,9,9,4,5,8,7,52,6,7
Trm_Th1.Th17.,3,0,0,0,0,0,0,66,0,0
Tregs.,1,7,10,6,4,9,8,37,5,6
Trm.em_CD8.,8,5,12,4,5,12,5,20,8,9
Tnaive.CM_CD8.,2,8,3,3,4,3,3,10,3,3
Tem.emra_CD8.,1,6,9,4,5,8,7,39,6,7
Tnaive.CM_CD4.,0,1,4,1,1,4,4,54,1,1
Tnaive.CM_CD4.,0,1,1,1,1,1,1,1,1,1
Trm_Th1.Th17.,3,0,0,0,0,0,0,9,0,0
Tnaive.CM_CD4.,0,1,4,1,1,4,4,54,1,1
Tnaive.CM_CD4.,0,8,4,1,1,4,4,8,3,3
Tem.emra_CD8.,4,9,9,4,5,8,7,36,6,7
Tnaive.CM_CD4.,1,10,10,6,4,9,8,51,1,1
Tregs.,5,7,8,5,2,7,6,24,5,6
Tnaive.CM_CD8.,2,3,5,3,0,5,3,32,3,3
Trm_Th1.Th17.,3,0,0,0,3,11,0,2,0,0
MAIT.,3,11,11,7,5,10,9,39,7,8
MAIT.,9,11,11,7,3,10,9,7,7,8
Tregs.,1,10,10,6,4,9,10,37,5,6
Tnaive.CM_CD8.,2,3,5,3,1,5,3,19,3,3
Cycling.T.NK.,4,9,13,4,5,13,12,45,9,11
Trm_Th1.Th17.,3,0,0,1,0,0,1,54,0,0
Tnaive.CM_CD4.,0,1,4,1,1,4,4,63,1,4
Tnaive.CM_CD4.,0,4,4,1,1,4,4,15,1,1
Tem.emra_CD8.,1,6,9,4,5,8,7,39,6,7
Trm_Th1.Th17.,3,0,0,0,0,11,0,26,0,0
Tregs.,5,7,8,5,2,7,6,24,5,6
Trm_Th1.Th17.,3,0,0,0,0,11,0,26,0,0
Trm_Th1.Th17.,3,0,0,0,0,11,0,26,0,0
Tfh.,1,6,2,6,0,9,8,21,2,2
Trm_Th1.Th17.,1,10,7,6,4,0,10,59,0,0
Trm_Th1.Th17.,3,0,0,0,0,0,0,58,0,0
Tnaive.CM_CD4.,0,4,4,1,1,1,4,8,1,1
Tnaive.CM_CD8.,2,3,5,3,0,3,3,31,3,3
Tnaive.CM_CD4.,0,1,1,1,1,1,4,55,1,1
Tnaive.CM_CD4.,0,1,4,1,1,1,1,53,1,1
Tnaive.CM_CD4.,0,1,1,1,1,1,4,53,1,1
MAIT.,9,11,11,7,3,10,9,7,7,8
Tregs.,5,7,10,5,1,7,6,54,5,6
Tnaive.CM_CD4.,0,1,1,1,1,1,4,42,1,4
Tregs.,5,7,8,5,2,7,6,46,5,6
MAIT.,9,11,11,7,3,10,9,7,7,8
Tnaive.CM_CD8.,2,3,5,3,1,5,3,6,3,3
Tfh.,6,2,2,2,2,2,2,17,2,2
Tem.emra_CD8.,4,9,9,4,5,8,7,60,6,7
Tregs.,1,7,10,5,4,9,6,37,5,6
Tnaive.CM_CD8.,1,8,4,3,4,3,3,22,3,3
Tnaive.CM_CD8.,1,8,7,3,4,3,3,10,3,3
Tnaive.CM_CD8.,1,8,10,3,0,3,3,38,3,3
Tfh.,6,2,2,2,2,2,2,3,2,2
Tnaive.CM_CD8.,2,3,5,3,1,5,3,1,3,3
Tnaive.CM_CD4.,1,8,7,6,4,3,10,10,3,1
Tnaive.CM_CD4.,0,1,4,1,1,1,4,42,1,4
Tregs.,5,7,10,5,2,9,6,11,5,6
Tnaive.CM_CD4.,1,10,7,6,4,4,10,43,1,4
Tnaive.CM_CD8.,2,3,3,3,1,3,3,25,3,3
Tem.emra_CD8.,4,9,9,4,5,8,7,62,6,7
Tnaive.CM_CD4.,0,1,1,1,1,1,4,30,1,4
Tem.emra_CD8.,4,9,9,4,5,8,7,60,6,7
Tnaive.CM_CD4.,0,1,1,1,1,1,4,67,1,1
Tnaive.CM_CD8.,2,3,5,3,1,3,3,1,3,3
Trm_Th1.Th17.,3,0,0,0,0,11,0,32,0,0
Tregs.,5,7,8,5,2,7,6,46,5,6
Tnaive.CM_CD8.,2,3,5,3,1,5,3,64,3,3
Tnaive.CM_CD4.,0,1,4,1,1,4,4,63,1,4
Tnaive.CM_CD8.,2,3,5,3,1,5,3,50,3,3
Tgd_CRTAM..,4,9,6,4,5,6,5,52,4,5
Tregs.,5,7,10,5,2,7,6,24,5,6
Tnaive.CM_CD4.,0,1,1,1,1,1,4,63,1,1
Tnaive.CM_CD4.,0,1,1,1,1,1,4,57,1,4
Tregs.,1,10,10,6,4,9,8,35,5,6
Tnaive.CM_CD4.,0,4,4,1,1,1,4,63,1,1
Tnaive.CM_CD4.,0,1,4,1,1,1,1,55,1,1
Tnaive.CM_CD8.,2,3,3,3,0,3,3,23,3,3
Tnaive.CM_CD8.,2,3,5,3,1,5,3,6,3,3
Trm.em_CD8.,8,5,12,4,5,12,5,20,8,9
Tem.emra_CD8.,4,5,9,4,5,8,7,49,6,7
Trm_Th1.Th17.,3,0,0,1,0,11,0,66,0,0
Tfh.,6,2,2,2,2,2,2,68,2,2
Tnaive.CM_CD8.,1,8,7,6,4,3,10,59,3,3
Tnaive.CM_CD4.,0,1,1,1,1,1,1,61,1,1
Trm.em_CD8.,8,5,14,4,3,12,5,47,8,9
Tnaive.CM_CD8.,2,3,5,3,1,5,3,40,3,3
Tfh.,6,2,2,2,2,2,2,11,2,2
Tfh.,6,2,2,2,2,2,2,68,2,2
Trm_Th1.Th17.,3,0,0,0,0,0,0,23,0,0
Tnaive.CM_CD8.,1,6,3,1,1,3,4,54,3,3
Tnaive.CM_CD8.,2,4,3,3,1,5,3,4,3,3
Trm_Th1.Th17.,3,2,0,2,0,0,2,9,0,0
MAIT.,9,11,11,7,3,10,9,7,7,8
Tnaive.CM_CD8.,1,4,3,1,1,3,10,54,3,3
Tnaive.CM_CD4.,0,1,1,1,1,1,1,41,1,1
Tnaive.CM_CD4.,0,1,1,1,1,1,4,42,1,4
Tnaive.CM_CD8.,2,3,5,3,1,5,3,6,3,3
Teffector.EM_CD4.,7,12,14,7,3,14,11,69,10,10
Tfh.,1,6,2,2,0,2,2,21,2,2
Tfh.,6,2,2,2,2,2,2,17,2,2
Tnaive.CM_CD4.,0,1,1,1,1,1,1,41,1,1
Tfh.,6,2,2,2,2,2,2,3,2,2
Tnaive.CM_CD4.,0,1,4,1,1,1,4,57,1,4
Tnaive.CM_CD8.,2,3,5,3,1,3,3,15,3,3
Tregs.,1,6,10,6,4,9,10,37,5,6
Trm.em_CD8.,8,5,12,4,0,12,5,44,8,9
Tem.emra_CD8.,4,9,9,4,5,8,7,60,6,7
Tregs.,1,10,10,6,4,9,8,13,5,6
Trm_Th1.Th17.,3,0,0,0,0,11,0,44,0,0
Tnaive.CM_CD8.,2,3,5,3,0,3,3,58,3,3
Tnaive.CM_CD4.,0,4,4,1,1,4,4,14,1,4
Tnaive.CM_CD8.,2,3,5,3,1,5,3,25,3,3
Teffector.EM_CD4.,7,12,14,2,3,14,11,48,10,10
Tnaive.CM_CD4.,0,1,1,1,1,1,1,27,1,1
Tem.emra_CD8.,4,9,9,4,5,8,7,20,6,7
Trm_Th1.Th17.,3,0,0,0,0,11,0,28,0,0
Tem.emra_CD8.,4,9,9,4,5,8,7,65,6,7
Tregs.,5,7,8,5,2,7,6,70,5,6
Tnaive.CM_CD8.,2,3,5,3,1,5,3,64,3,3
Tem.emra_CD8.,4,9,9,4,5,8,7,60,6,7
MAIT.,7,11,14,7,3,10,9,34,7,8
Tem.emra_CD8.,4,9,9,4,5,8,7,12,6,7
Tnaive.CM_CD4.,0,1,1,1,1,1,4,8,1,4
Tnaive.CM_CD4.,0,4,4,1,1,1,4,8,1,1
Tregs.,5,7,10,5,2,9,6,11,5,6
Tnaive.CM_CD4.,0,6,4,1,1,4,4,54,1,1
Tgd_CRTAM..,8,5,6,4,5,6,5,60,4,5
Tem.emra_CD8.,4,9,9,4,5,8,7,49,6,7
Tregs.,5,7,8,5,2,7,6,46,5,6
Teffector.EM_CD4.,7,12,14,7,3,0,11,48,10,10
Trm_Th1.Th17.,1,10,4,1,4,0,10,43,0,0
Tnaive.CM_CD4.,0,1,1,1,1,4,4,63,1,4
Tnaive.CM_CD8.,2,3,5,3,1,5,3,64,3,3
Tregs.,5,7,8,5,2,7,6,17,5,6
Tnaive.CM_CD8.,2,4,5,3,0,5,3,32,3,3
Trm_Th1.Th17.,3,0,0,0,2,11,0,31,0,0
Tnaive.CM_CD4.,0,1,1,1,0,1,1,40,1,1
Teffector.EM_CD4.,7,12,14,7,3,14,11,2,10,10
Tregs.,1,6,10,6,0,9,10,21,5,6
Tem.emra_CD8.,4,9,9,4,5,8,7,62,6,7
Tregs.,1,7,10,5,2,9,6,11,5,6
Tem.emra_CD8.,4,9,9,4,5,8,7,39,6,7
Trm_gut_CD8.,7,12,14,7,3,14,11,69,10,10
Tregs.,5,7,8,5,2,7,6,17,5,6
Tnaive.CM_CD8.,2,3,3,3,1,3,3,38,3,3
Trm_Th1.Th17.,3,6,0,1,1,0,4,54,0,0
Tnaive.CM_CD8.,2,3,5,3,1,5,3,19,3,3
Trm_Th1.Th17.,3,0,0,0,0,11,0,9,0,0
Trm_Th1.Th17.,3,6,7,0,4,0,0,0,0,0
Cycling.T.NK.,4,9,13,4,5,13,12,45,9,11
Tem.emra_CD8.,4,9,9,4,5,8,7,12,6,7
Tnaive.CM_CD8.,2,3,5,3,1,5,3,64,3,3
Tregs.,5,7,8,1,2,7,4,56,5,6
Tnaive.CM_CD4.,0,1,4,1,1,4,4,5,1,4
Tem.emra_CD8.,4,9,9,4,5,8,7,36,6,7
Trm_Th1.Th17.,3,0,0,0,0,11,0,33,0,0
Tregs.,5,7,8,5,2,7,6,17,5,6
Tnaive.CM_CD8.,2,8,3,3,4,3,10,16,3,3
Tnaive.CM_CD4.,0,1,1,1,0,1,1,9,1,1
Tregs.,5,7,8,5,2,7,6,68,5,6
Trm_Th1.Th17.,3,0,7,0,0,0,0,38,0,0
Tnaive.CM_CD4.,0,4,4,1,1,4,1,54,1,1
Tnaive.CM_CD8.,1,6,3,3,0,3,3,38,3,3
Trm_Th1.Th17.,3,0,0,0,0,11,0,66,0,0
MAIT.,9,11,11,7,5,10,9,60,7,8
Tnaive.CM_CD8.,2,3,5,3,1,5,3,50,3,3
Tnaive.CM_CD4.,0,1,4,1,1,1,4,8,1,4
Trm_Th1.Th17.,0,6,2,1,2,4,4,11,0,0
Tfh.,6,2,2,2,3,2,2,48,2,2
Tnaive.CM_CD4.,0,4,4,1,4,4,10,16,1,4
Tgd_CRTAM..,8,5,6,4,5,6,5,20,4,5
Trm_Th1.Th17.,3,0,0,0,0,11,0,33,0,0
Tnaive.CM_CD8.,2,3,5,3,1,5,3,67,3,3
Tnaive.CM_CD8.,2,8,10,3,1,3,3,15,3,3
Tregs.,1,10,10,6,4,9,8,51,5,6
Tnaive.CM_CD8.,2,3,5,3,1,3,3,15,3,3
Tregs.,5,7,8,5,2,7,6,3,5,6
Tnaive.CM_CD4.,0,1,1,1,1,1,1,53,1,4
Tnaive.CM_CD8.,2,8,3,3,1,3,3,54,3,3
MAIT.,9,11,11,7,3,10,9,7,7,8
Tnaive.CM_CD4.,0,1,1,1,1,1,1,41,1,1
Teffector.EM_CD4.,7,12,14,2,3,0,11,48,10,10
MAIT.,9,11,11,7,3,10,9,7,7,8
Trm_Th1.Th17.,1,6,0,0,0,0,0,58,0,0
Tnaive.CM_CD4.,0,1,1,1,1,1,4,57,1,1
Trm_Th1.Th17.,1,6,7,6,4,9,10,43,0,0
Trm_Th1.Th17.,3,6,0,0,4,0,0,0,0,0
Tnaive.CM_CD4.,0,1,4,1,1,1,4,63,1,1
Tnaive.CM_CD4.,0,1,1,1,1,1,4,42,1,4
Trm_Th1.Th17.,3,0,0,0,1,11,0,28,0,0
Tnaive.CM_CD8.,1,8,10,6,4,3,10,35,3,3
Tnaive.CM_CD4.,0,1,1,1,1,1,1,41,1,1
Trm_Th1.Th17.,3,0,0,0,0,11,0,26,0,0
Tfh.,6,2,2,2,2,2,2,3,2,2
Teffector.EM_CD4.,7,12,10,7,3,9,11,48,10,10
Tnaive.CM_CD8.,2,3,5,3,1,5,3,6,3,3
Tnaive.CM_CD8.,1,8,3,3,1,3,3,66,3,3
Tfh.,6,2,2,2,0,2,2,11,2,2
Tnaive.CM_CD8.,2,3,5,3,1,5,3,6,3,3
Tnaive.CM_CD8.,2,3,5,3,0,3,3,32,3,3
Tnaive.CM_CD4.,0,4,4,1,0,4,4,66,1,4
Tnaive.CM_CD4.,0,1,1,1,1,1,4,64,1,4
Tnaive.CM_CD8.,2,3,5,3,1,5,3,19,3,3
Tgd_CRTAM..,8,5,6,4,5,6,5,20,4,5
Tnaive.CM_CD8.,2,3,10,3,1,3,4,15,3,3
Tem.emra_CD8.,4,9,9,4,5,8,7,39,6,7
Tnaive.CM_CD4.,0,1,1,1,1,1,1,41,1,1
Tnaive.CM_CD4.,0,1,1,1,1,1,4,40,1,4
